x1,x2,x3,y
-0.5136556180010918,0.37681003698427373,-0.19357873363235445,0
-0.8970424975000213,0.5640561753407718,0.5747740535046657,1
0.2554161061428357,0.3384005258761569,-0.3722438469699454,1
-0.3470773835120162,0.707569843409334,0.10473227563446863,1
0.8999223679004507,0.29563489198105675,-0.5474551399936276,1
-0.4841167445696888,-0.7349506545163031,0.030011319419446236,0
0.475793833391537,0.06060426649831663,0.5034939847916808,1
0.31569060920607206,0.9570509367782811,-0.7295653725742905,1
0.08259267060214093,0.9202712088108944,0.17324783656732534,1
-0.6492574427531008,0.11541765250008784,0.9493811920971029,1
-0.15173865739522796,0.8635074388656327,-0.48065832209917203,1
0.20004109623860744,0.001207142309415099,0.6274466874444549,1
0.9681669383985902,0.4141729545333963,-0.5793628874284127,1
-0.4401322061081143,0.549267561275576,0.1674271754627279,1
0.5343765778622538,0.045153198673490325,0.6367608495590704,1
0.6344444004024317,0.8455143810267887,-0.2862280496577796,1
0.9302373928720911,0.8038803934983001,-0.2137057410119696,1
-0.9079947159564945,0.6235395761802751,0.780819034438657,1
0.6836575535165441,-0.06246406907098834,0.8572611242307882,1
0.04613084953823865,0.7045277487823629,0.0030359207003327615,1
0.19579995762217028,-0.543840456102135,0.3135121269491141,0
-0.869896814029441,0.4323013484463871,0.5018795967266365,0
0.12968226652523285,0.06793494509552755,-0.19358448773349557,0
-0.8194204598911834,0.9843160296466253,-0.887647845305122,0
0.11040162319892466,-0.025876162362128197,-0.29242168252712797,0
0.9752991274721157,0.12814805766703552,0.6518646171000324,1
-0.4553853469612621,-0.2210362101951593,0.09291708345624872,0
0.7362845087550107,0.518010565043862,-0.18065426141496177,1
0.9397576534152781,0.6633940873515469,0.5582051727915736,1
0.31522578460068673,-0.7155012626256076,0.029866699826518905,0
-0.9492272886793103,0.3459332447888648,-0.9161695665674849,0
0.2662029145465359,-0.7072520156755018,-0.34651491593991834,0
0.2701873017352876,-0.7569972473981639,-0.45811460336726917,0
-0.2738354072027298,-0.30411717683566675,0.021161514919119773,0
0.3602815435206008,-0.8952899596250552,-0.28680764802758874,0
0.3933016477537845,-0.7839484917386172,-0.6549522461072759,0
0.815132947852186,-0.8611523145078133,-0.4825767156891181,0
-0.3450052956441707,-0.3712997736325032,-0.0674011741203624,0
-0.3493393384734713,0.8000462467960223,0.9028464416911319,1
-0.13668090754064122,-0.7987250429529333,-0.9390726273820797,0
-0.31636529660424806,-0.5642148914900198,-0.38306343702103196,0
-0.4964354083492717,0.6840665887528425,0.8415332169267147,1
-0.3247696571927441,0.5908999215794584,0.08850793222739539,1
0.1489462263598238,-0.9751919274453704,-0.25498213689306826,0
-0.3620487394124774,0.08447441098369657,0.5560504862893063,1
0.7877851661019153,-0.36610682441776143,-0.14008476044035656,1
0.4920897585308466,0.6796045712712344,0.27188065365342173,1
-0.3765778478211781,0.6119850995503162,-0.1545427262121355,0
-0.5378504068238572,0.6448447473365568,0.004854574332752826,1
-0.9469355922523606,-0.856576222304698,-0.24191902923392994,0
0.8511370258135527,0.23413303223560256,-0.30496240937249075,1
0.13026636717841789,-0.9265572749983577,-0.7934699822499032,0
0.438091810368491,-0.20972451347136278,-0.38713435459325685,0
0.7287164996792741,0.9826558031284411,-0.8862372044447069,1
-0.7798961509446465,0.9152505690107604,-0.08211896680635933,0
-0.5634922242698717,-0.28437183177290226,0.537162661826404,0
0.3609986041494262,0.9483888876327142,-0.0037401129039151826,1
-0.7214558546732255,0.7579578005645347,-0.4567336374512607,0
-0.12774694172936663,0.9280348142354047,-0.2096894050553899,1
0.07219273268824078,-0.5060424018560004,0.6052806247058593,1
0.8000372836962102,-0.6107523265902561,0.20489888393317557,1
-0.7682618809497406,0.09339482542814004,0.8894725175661593,1
0.3582046382889792,-0.2844034693491164,-0.14002957175788056,0
-0.846040180342414,0.08002382920902118,0.22658336977475813,0
-0.8289829382910638,0.2738046349094865,0.6893318181804486,1
-0.5740716769821785,0.025005297540663385,0.6447624223707087,0
0.16017241567562235,-0.7962152238679729,-0.3180828571288834,0
0.595627297717269,0.4073995592581019,0.18756126388690442,1
-0.28865456707010173,-0.5973757843551335,0.5747439162985459,0
-0.052076719474255295,0.5857088380676787,0.28949049715363717,1
-0.4381309806252385,0.6452286370273568,0.2970096402373763,1
0.12187594307077254,0.8913962940005646,0.01101752077972784,1
0.24829781569826803,-0.0288206006812044,-0.9872419131868186,0
-0.5340810504927325,-0.8447013306567899,-0.3394306649958312,0
0.2338538367514844,0.2896652080446276,-0.6462060983520321,0
0.6648852816008435,0.9110473919098694,-0.3864468009557176,1
-0.2878065482043075,0.30229516976334825,0.019708019100915353,0
-0.942434647373322,-0.17646891683098298,-0.02433136291197502,0
-0.30823388609408653,-0.9801523577443287,-8.201607042312986e-05,0
0.2365095430605919,0.9682206380729956,-0.5006620945195397,1
0.09845332941224094,-0.5886254756088898,0.09683832598712527,0
-0.687962719115127,-0.23960876242828588,0.14349196628749739,0
0.8744569744729023,-0.9613447381647979,0.26479251293101713,1
-0.8685827211432953,-0.7157257524130847,0.6672880209503447,0
0.7235712420270346,-0.31366529365468354,0.31631964859514694,1
-0.2985763690965797,0.9102304145834028,-0.9675992053210656,0
-0.6009150981417097,0.986510030845928,0.19892227931743323,1
0.7087701867391583,0.785116454972949,-0.8976995887592047,1
0.08710572222797719,0.6627470287714197,-0.17760502223490837,1
0.30392251900520106,0.5615231721368796,-0.6414934885214385,1
-0.1476373955280541,0.546283747837343,-0.7890331450779287,0
0.2879990864780315,0.3849856533384506,-0.6863745893663886,0
-0.7604757363614976,-0.057664202134370734,0.5211512849105646,0
0.4445338637113183,-0.2508942259597573,0.5047957646075758,1
-0.40530198525489847,-0.7311297411837563,-0.5189368296397026,0
0.5988317579379585,-0.4284328889482596,-0.8329501706399625,0
0.22683039187157972,-0.9327727996334347,-0.32944189984340855,0
0.6316662499812356,0.6786769847120047,0.12783913351124743,1
-0.9095626597876212,0.06484136455043421,0.705094842491941,0
0.2822952657705946,-0.8581355677324531,0.7967729331680697,1
0.005440780184958305,0.9908750323826199,-0.8887889566390788,1
-0.978008342683039,-0.3953335012970125,-0.9668150387348042,0
-0.6375338676686797,0.08139695328982066,0.6691435805112553,1
-0.8778440802902725,-0.11935316326330203,0.11356982185637587,0
0.5017421355829947,-0.28923086262852116,-0.5019825277818202,0
0.5793970142849583,-0.8092014453735787,0.9650425445120774,1
-0.46050077696602076,0.4586895881759927,0.34086866759383505,1
0.6719602410244117,-0.8356566650471453,-0.5646652008389279,0
-0.6237576805524774,-0.7292918354446289,0.7658296330374443,0
-0.7623641674638562,0.571303236160464,0.2972779135376311,1
-0.6991662177929436,0.3275793723511782,-0.5784137968999428,0
0.4124844543129924,-0.0034886354730927494,0.8563641962279029,1
-0.949298513169085,-0.46990714334999195,0.4175313104583085,0
-0.9588310114083951,0.625971477432187,0.09771733015471185,0
-0.8482733437826722,-0.7890526000867388,-0.092020177600602,0
0.3431463911855992,0.41567019445953735,-0.03092400983997834,1
0.01714138232940554,-0.2900073883361254,-0.13195805458248233,0
-0.5701192428184865,0.4442864709118117,0.41887772926794953,1
0.8618973910139556,0.38919085450657076,-0.880765349310682,1
-0.5900314091683581,-0.3082450785242852,0.6489430352090981,0
-0.44281932193608275,0.06605773449227992,0.14175483367895247,0
0.9078571540051747,0.4672287611228041,-0.14211133313971147,1
-0.20542541887926546,0.30444851909094495,0.4660002144452464,1
0.021494605155131463,-0.09925812748362972,0.6769836676860497,1
-0.33300165661771164,0.2158104281814075,0.6114290513364358,1
0.7340629922448971,0.3132621474157522,0.5688109464255946,1
0.19368569783377843,0.5884213250988108,-0.14775752409553844,1
-0.2830685429114548,0.21418807217756153,-0.6903427748045603,0
-0.1830935738586026,0.3740385330064855,0.8918492880641731,1
0.47500249621949675,0.27280274036681407,0.6818174208058143,1
0.4039337545154067,-0.49065875590789765,-0.3327432083262687,0
0.7881984073582688,0.49488881319338796,0.40347654775451436,1
0.9926678321134839,-0.42223012218166867,0.28791315889522706,1
0.3963234280394903,-0.47658863252818806,-0.4269609021457541,0
0.44450513678613257,0.012532118990405516,0.13321051781092597,1
-0.43244818840255106,-0.7160560204780122,-0.3191768877714807,0
0.7369359517958256,-0.6799501270736119,0.8935124893844815,1
0.39194841218739596,0.9357200696900609,0.323368576799713,1
-0.32960551670819815,-0.17795784946890847,-0.04529920375519736,0
0.45921235667612814,0.3902891080951876,-0.18369661826660377,1
0.9097305613263882,0.28780850708226136,0.5639199543159183,1
0.541934359909122,0.4486776342574823,-0.6229187885014977,1
-0.8364819361022562,0.7879794200157408,0.595464526696428,1
0.510274511347238,0.30194693430190833,-0.8354553514458762,0
-0.22652930739892518,-0.1940396424696771,0.7633812236870161,1
-0.865847045223145,0.2721920928190844,-0.16466600836601053,0
-0.015767413840923616,0.9699793122817502,0.4832829036720845,1
0.33039444139240026,0.8057899903839745,-0.10657094548295931,1
-0.8225949324858888,0.3917982363376049,-0.4427138737699272,0
-0.7439083220844551,0.644206321200451,-0.7479959442720114,0
-0.3210996149143879,-0.04619978706406003,0.6573058122365785,1
0.4563775124072067,-0.07464878986921297,0.6346106244264735,1
0.5418244074916438,0.7541811620363779,0.6112976107266839,1
0.7840931103542266,0.6279405390120376,-0.7893090310373336,1
-0.0032644545210405163,-0.7710247238681898,-0.08175195342663821,0
0.4495335430575229,-0.7142994253983228,0.5876362078160793,1
0.7851179969799555,0.1155668347400498,-0.5032474792603996,1
0.9036235708464779,0.9697168055249517,-0.8060686580691505,1
0.8894640445828206,0.17172957690703838,-0.5625722221869216,1
0.4993036634858494,0.5479827563055251,-0.11393258732476119,1
-0.3262084164577863,0.696084179202968,0.9010656419088179,1
-0.9371416286265315,-0.6162653505625142,-0.8147490338972656,0
-0.8460935967415817,0.4757390371230601,-0.6875969841388014,0
0.8945666792236306,-0.6078045745232141,0.9611364541214471,1
0.8766809136420757,0.4073719549215915,-0.31322659564471156,1
0.7549440270541059,0.522243074086316,-0.4808471014499016,1
-0.5962930957541033,0.9044435713951893,0.9850292403239427,1
0.43194445769479506,-0.38737300244357464,-0.6635926884669636,0
-0.8379075681847041,-0.9912734606993818,0.32366917022799635,0
0.8555045663904259,-0.3648264094777667,-0.6507056282073409,0
0.4468402273771699,0.2654237574972018,-0.45609088120360264,1
-0.7559235303104423,0.41809252344486536,-0.6412706359755791,0
0.05280532187222642,-0.002208670928116163,0.44413212840757055,1
0.6574750183038587,0.5610510304877236,0.19808917430076312,1
0.3337285150922087,0.08899391820773017,0.8448685673122489,1
